school,campus,canteen,floor,name,price,type
"中山大学","南校区","西北风味餐厅","一楼","骨汤杂酱面","12","面食"
"中山大学","南校区","西北风味餐厅","一楼","老坛酸菜肉丝面","13","面食"
"中山大学","南校区","西北风味餐厅","一楼","杂酱酸辣粉","15","面食"
"中山大学","南校区","西北风味餐厅","一楼","抄手小面套餐","16","面食"
"中山大学","南校区","西北风味餐厅","一楼","红油抄手","12","其他"
"中山大学","南校区","西北风味餐厅","一楼","水煮肉片饭","13","米饭"
"中山大学","南校区","西北风味餐厅","一楼","水煮鱼片饭","15","米饭"
"中山大学","南校区","西北风味餐厅","一楼","水煮牛肉饭","18","米饭"
"中山大学","南校区","西北风味餐厅","一楼","藤椒酸菜鱼饭","16","米饭"
"中山大学","南校区","西北风味餐厅","一楼","金酸汤肥牛饭","18","米饭"
"中山大学","南校区","西北风味餐厅","一楼","金酸汤肉片饭","13","米饭"
"中山大学","南校区","西北风味餐厅","一楼","金酸汤牛肉饭","18","米饭"
"中山大学","南校区","西北风味餐厅","一楼","金酸汤鱼片饭","15","米饭"
"中山大学","南校区","西北风味餐厅","一楼","番茄肥牛饭","18","米饭"
"中山大学","南校区","西北风味餐厅","一楼","番茄牛肉饭","18","米饭"
"中山大学","南校区","西北风味餐厅","一楼","萝卜牛腩饭","18","米饭"
"中山大学","南校区","西北风味餐厅","一楼","萝卜牛杂饭","16","米饭"
"中山大学","南校区","西北风味餐厅","一楼","台式卤肉饭","13.8","米饭"
"中山大学","南校区","西北风味餐厅","一楼","隆江猪脚饭","13.8","米饭"
"中山大学","南校区","西北风味餐厅","一楼","卤鸡腿饭","13.8","米饭"
"中山大学","南校区","西北风味餐厅","一楼","紫苏鸭腿饭","15","米饭"
"中山大学","南校区","西北风味餐厅","一楼","梅菜焖肉饭","13.8","米饭"
"中山大学","南校区","西北风味餐厅","一楼","秘酱排骨饭","17","米饭"
"中山大学","南校区","西北风味餐厅","一楼","三杯鸡饭","15","米饭"
"中山大学","南校区","西北风味餐厅","一楼","咖喱鱼蛋饭","13.8","米饭"
"中山大学","南校区","松涛园","一楼","原味煎饼果子","8","小吃"
"中山大学","南校区","松涛园","一楼","炸酱条煎饼果子","10","小吃"
"中山大学","南校区","松涛园","一楼","肉松煎饼果子","11","小吃"
"中山大学","南校区","松涛园","一楼","鸡肉柳煎饼果子","11","小吃"
"中山大学","南校区","松涛园","一楼","小酥肉煎饼果子","11","小吃"
"中山大学","南校区","松涛园","一楼","海苔丝煎饼果子","12","小吃"
"中山大学","南校区","松涛园","一楼","牛肉煎饼果子","14","小吃"
"中山大学","南校区","松涛园","一楼","里脊肉香肠煎饼果子","12","小吃"
"中山大学","南校区","松涛园","一楼","培根火腿煎饼果子","12","小吃"
"中山大学","南校区","松涛园","一楼","卤水指心饭","18","米饭"
"中山大学","南校区","松涛园","一楼","卤水拼盘饭","15","米饭"
"中山大学","南校区","松涛园","一楼","油鸡叉烧饭","15","米饭"
"中山大学","南校区","松涛园","一楼","豉油皇鸡腿饭","13","米饭"
"中山大学","南校区","松涛园","一楼","叉烧饭","12","米饭"
"中山大学","南校区","松涛园","一楼","卤水鸡腿饭","18","米饭"
"中山大学","南校区","松涛园","一楼","叉烧拼烧鸭饭","15","米饭"
"中山大学","南校区","松涛园","一楼","麻辣鸭脖饭","15","米饭"
"中山大学","南校区","松涛园","一楼","咸香鸡腿饭","13","米饭"
"中山大学","南校区","松涛园","一楼","咸香鸡饭","12","米饭"
"中山大学","南校区","松涛园","一楼","油鸡饭","12","米饭"
"中山大学","南校区","松涛园","一楼","挂炉烧鸭饭","12","米饭"
"中山大学","南校区","松涛园","一楼","芝士鸡柳拌饭","15","米饭"
"中山大学","南校区","松涛园","一楼","芝士鸭柳拌饭","15","米饭"
"中山大学","南校区","松涛园","一楼","芝士火腿拌饭","15","米饭"
"中山大学","南校区","松涛园","一楼","芝士蟹柳拌饭","18","米饭"
"中山大学","南校区","松涛园","一楼","芝士厚切猪扒拌饭","18","米饭"
"中山大学","南校区","松涛园","一楼","芝士虾仁拌饭","20","米饭"
"中山大学","南校区","松涛园","一楼","芝士牛肉拌饭","20","米饭"
"中山大学","南校区","松涛园","一楼","芝士海皇拌饭","20","米饭"
"中山大学","南校区","松涛园","一楼","铁板香煎鸡扒饭","13","米饭"
"中山大学","南校区","松涛园","一楼","铁板香煎猪扒饭","13","米饭"
"中山大学","南校区","松涛园","一楼","铁板香煎烟熏鸭胸饭","13","米饭"
"中山大学","南校区","松涛园","一楼","铁板香煎鸡扒+猪扒双拼饭","15","米饭"
"中山大学","南校区","松涛园","一楼","铁板香煎鸡扒+香肠双拼饭","15","米饭"
"中山大学","南校区","松涛园","一楼","铁板香煎鸡扒+培根双拼饭","15","米饭"
"中山大学","南校区","松涛园","一楼","铁板香煎猪扒+烟鸭胸双拼饭","15","米饭"
"中山大学","南校区","松涛园","一楼","铁板香煎猪扒+香肠双拼饭","15","米饭"
"中山大学","南校区","学五食堂","一楼","卤水猪耳饭","13","米饭"
"中山大学","南校区","学五食堂","一楼","豉油皇肥肠饭","15","米饭"
"中山大学","南校区","学五食堂","一楼","手撕鸡饭","15","米饭"
"中山大学","南校区","学五食堂","一楼","卤水猪脚饭","15","米饭"
"中山大学","南校区","学五食堂","一楼","咸鸡/白切鸡饭","12","米饭"
"中山大学","南校区","学五食堂","一楼","老娘叉烧饭","13","米饭"
"中山大学","南校区","学五食堂","一楼","豉油皇鸡腿饭","13","米饭"
"中山大学","南校区","学五食堂","一楼","叉烧油鸡饭","15","米饭"
"中山大学","南校区","学五食堂","一楼","烧鸭拼鸡饭","15","米饭"
"中山大学","南校区","学五食堂","一楼","农家杂卤饭","16","米饭"
"中山大学","南校区","学五食堂","一楼","明炉烧鸭饭","12","米饭"
"中山大学","南校区","学五食堂","一楼","好味猪脚饭","18","米饭"
"中山大学","南校区","学五食堂","一楼","招牌农家碌鸭饭","15","米饭"
"中山大学","南校区","学五食堂","一楼","特色三拼饭","18","米饭"
"中山大学","南校区","学五食堂","一楼","招牌红烧牛肉米线","16","粉面"
"中山大学","南校区","学五食堂","一楼","招牌小锅鲜肉米线","15","粉面"
"中山大学","南校区","学五食堂","一楼","金汤鸡丝米线","15","粉面"
"中山大学","南校区","学五食堂","一楼","乌鸡米线","14","粉面"
"中山大学","南校区","学五食堂","一楼","扒肉米线","12","粉面"
"中山大学","南校区","学五食堂","一楼","酱肉米线","13","粉面"
"中山大学","南校区","学五食堂","一楼","原汤米线","8","粉面"
"中山大学","南校区","学五食堂","一楼","招牌红烧牛肉饵丝","18","粉面"
"中山大学","南校区","学五食堂","一楼","白菜鲜肉水饺","12","水饺"
"中山大学","南校区","学五食堂","一楼","酸菜鲜肉水饺","12","水饺"
"中山大学","南校区","学五食堂","一楼","香菇鲜肉水饺","13","水饺"
"中山大学","南校区","学五食堂","一楼","芹菜鲜肉水饺","13","水饺"
"中山大学","南校区","学五食堂","一楼","韭菜鲜肉水饺","13","水饺"
"中山大学","南校区","学五食堂","一楼","香葱鲜肉水饺","14","水饺"
"中山大学","南校区","学五食堂","一楼","玉米鲜肉水饺","13","水饺"
"中山大学","南校区","学五食堂","一楼","玉米虾仁水饺","15","水饺"
"中山大学","南校区","学五食堂","一楼","香菇鲜肉水饺大份","16","水饺"
"中山大学","南校区","学五食堂","一楼","韭菜鲜肉水饺大份","16","水饺"
"中山大学","南校区","学五食堂","一楼","酸汤臊子面","13.8","粉面"
"中山大学","南校区","学五食堂","一楼","BiangBiang面","15","粉面"
"中山大学","南校区","学五食堂","一楼","西红柿鸡蛋面","13.8","粉面"
"中山大学","南校区","学五食堂","一楼","酸汤米线","13.8","粉面"
"中山大学","南校区","学五食堂","一楼","肉酱拌面","15","粉面"
"中山大学","南校区","学五食堂","一楼","肉酱拌粉","15","粉面"
"中山大学","南校区","学五食堂","一楼","臊子拌面","15","粉面"
"中山大学","南校区","学五食堂","一楼","香菇肉酱拌面","15","粉面"
"中山大学","南校区","学五食堂","一楼","鲜肉云吞","16","小吃"
"中山大学","南校区","学五食堂","一楼","肉夹馍","15","小吃"
"中山大学","南校区","学五食堂","一楼","牛肉饼","9","小吃"
"中山大学","南校区","学五食堂","一楼","葱油饼","3","小吃"
"中山大学","南校区","学五食堂","一楼","猪杂粿条","13.8","粉面"
"中山大学","南校区","学五食堂","一楼","牛肉粿条","13.8","粉面"
"中山大学","南校区","学五食堂","一楼","美味小馄饨","15","小吃"
"中山大学","南校区","学五食堂","二楼","招牌鲜肉小馄饨","12","馄饨"
"中山大学","南校区","学五食堂","二楼","荠菜鲜肉小馄饨","12","馄饨"
"中山大学","南校区","学五食堂","二楼","香菇鲜肉小馄饨","13","馄饨"
"中山大学","南校区","学五食堂","二楼","玉米鲜肉小馄饨","13","馄饨"
"中山大学","南校区","学五食堂","二楼","虾仁鲜肉小馄饨","14","馄饨"
"中山大学","南校区","学五食堂","二楼","全家福小馄饨","14","馄饨"

"中山大学","南校区","学五食堂","二楼","青菜汤面","6","面"
"中山大学","南校区","学五食堂","二楼","葱油拌面","8","面"
"中山大学","南校区","学五食堂","二楼","炸酱面","8","面"
"中山大学","南校区","学五食堂","二楼","花生酱拌面","10","面"
"中山大学","南校区","学五食堂","二楼","花生酱拌云吞","12","面"
"中山大学","南校区","学五食堂","二楼","肉丝汤面","12","面"
"中山大学","南校区","学五食堂","二楼","牛肉丸汤面","12","面"
"中山大学","南校区","学五食堂","二楼","红烧牛腩面","16","面"

"中山大学","南校区","学五食堂","二楼","鸡蛋肉丝炒饭","12","炒饭"
"中山大学","南校区","学五食堂","二楼","鸡蛋肉丝炒面","12","炒面"
"中山大学","南校区","学五食堂","二楼","鸡蛋肉丝炒米粉","12","炒粉"
"中山大学","南校区","学五食堂","二楼","鸡蛋肉丝炒河粉","12","炒粉"

"中山大学","南校区","学五食堂","二楼","肉丝蛋炒饭+小馄饨","18","套餐"
"中山大学","南校区","学五食堂","二楼","肉丝蛋炒面+小馄饨","18","套餐"
"中山大学","南校区","学五食堂","二楼","肉丝蛋炒米粉+小馄饨","18","套餐"
"中山大学","南校区","学五食堂","二楼","肉丝蛋炒河粉+小馄饨","18","套餐"
"中山大学","南校区","学五食堂","二楼","花生酱拌面+小馄饨","18","套餐"

"中山大学","南校区","学五食堂","二楼","吉野牛肉饭","19","盖浇饭"
"中山大学","南校区","学五食堂","二楼","照烧鸡腿饭","16","盖浇饭"
"中山大学","南校区","学五食堂","二楼","红酒牛腩饭","18","盖浇饭"
"中山大学","南校区","学五食堂","二楼","台湾卤肉饭","16","盖浇饭"
"中山大学","南校区","学五食堂","二楼","咖喱牛腩饭","18","盖浇饭"
"中山大学","南校区","学五食堂","二楼","广式叉烧饭","16","盖浇饭"

"中山大学","南校区","学五食堂","二楼","低卡全蔬咖喱蛋包饭","12","咖喱饭"
"中山大学","南校区","学五食堂","二楼","焦香板烧鸡咖喱蛋包饭","15.9","咖喱饭"
"中山大学","南校区","学五食堂","二楼","巨无霸厚切猪扒咖喱蛋包饭","15.9","咖喱饭"
"中山大学","南校区","学五食堂","二楼","咔吱脆炸鸡咖喱蛋包饭","15.9","咖喱饭"
"中山大学","南校区","学五食堂","二楼","金黄酥炸猪排咖喱蛋包饭","15.9","咖喱饭"
"中山大学","南校区","学五食堂","二楼","香酥小酥肉咖喱蛋包饭","15.9","咖喱饭"
"中山大学","南校区","学五食堂","二楼","Q弹日式烤肠咖喱蛋包饭","15.9","咖喱饭"
"中山大学","南校区","学五食堂","二楼","香酥茄盒咖喱蛋包饭","14.9","咖喱饭"

"中山大学","南校区","学五食堂","二楼","低卡全蔬牛肉酱蛋包饭","14","蛋包饭"
"中山大学","南校区","学五食堂","二楼","焦香板烧鸡牛肉酱蛋包饭","15.9","蛋包饭"
"中山大学","南校区","学五食堂","二楼","巨无霸厚切猪扒牛肉酱蛋包饭","15.9","蛋包饭"
"中山大学","南校区","学五食堂","二楼","咔吱脆炸鸡牛肉酱蛋包饭","15.9","蛋包饭"
"中山大学","南校区","学五食堂","二楼","金黄酥炸猪排牛肉酱蛋包饭","15.9","蛋包饭"
"中山大学","南校区","学五食堂","二楼","香酥小酥肉牛肉酱蛋包饭","15.9","蛋包饭"
"中山大学","南校区","学五食堂","二楼","Q弹日式烤肠牛肉酱蛋包饭","15.9","蛋包饭"
"中山大学","南校区","学五食堂","二楼","香酥茄盒牛肉酱蛋包饭","14.9","蛋包饭"

"中山大学","南校区","学五食堂","二楼","芝士咖喱牛肉焗饭","18","焗饭"
"中山大学","南校区","学五食堂","二楼","芝士鸡扒焗饭","16.9","焗饭"
"中山大学","南校区","学五食堂","二楼","芝士鸡扒意面","16.9","意面"
"中山大学","南校区","学五食堂","二楼","芝士猪扒焗饭","16.9","焗饭"
"中山大学","南校区","学五食堂","二楼","芝士猪扒意面","16.9","意面"
"中山大学","南校区","学五食堂","二楼","芝士牛肉焗饭","18","焗饭"
"中山大学","南校区","学五食堂","二楼","意式番茄肉酱意面","10.9","意面"
"中山大学","南校区","学五食堂","二楼","法式黑椒肉酱意面","10.9","意面"

"中山大学","南校区","学五食堂","二楼","招牌鸡公煲","17","煲类"
"中山大学","南校区","学五食堂","二楼","招牌鸡肉拼牛腩煲","25","煲类"
"中山大学","南校区","学五食堂","二楼","幸福满满牛丼烧","20","煲类"

"中山大学","南校区","学五食堂","二楼","原味体体鸡","15.8","鸡肉"
"中山大学","南校区","学五食堂","二楼","藤椒体体鸡","15.8","鸡肉"
"中山大学","南校区","学五食堂","二楼","番茄体体鸡","15.8","鸡肉"
"中山大学","南校区","学五食堂","二楼","香辣体体鸡","15.8","鸡肉"
"中山大学","南校区","学五食堂","二楼","柠檬体体鸡","15.8","鸡肉"
"中山大学","南校区","学五食堂","二楼","麻辣体体鸡","15.8","鸡肉"
"中山大学","南校区","学五食堂","二楼","酸辣体体鸡","15.8","鸡肉"

"中山大学","南校区","学五食堂","二楼","养生原味猪肚鸡","16.8","鸡肉"
"中山大学","南校区","学五食堂","二楼","香辣红汤猪肚鸡","16.8","鸡肉"
"中山大学","南校区","学五食堂","二楼","川味藤椒猪肚鸡","16.8","鸡肉"
"中山大学","南校区","学五食堂","二楼","酸辣金汤猪肚鸡","16.8","鸡肉"
"中山大学","南校区","学五食堂","二楼","快乐柠檬猪肚鸡","16.8","鸡肉"
"中山大学","南校区","学五食堂","二楼","可爱番茄猪肚鸡","16.8","鸡肉"
"中山大学","南校区","学五食堂","二楼","川湘麻辣猪肚鸡","16.8","鸡肉"

"中山大学","南校区","学五食堂","二楼","香辣肥牛","17.8","肥牛"
"中山大学","南校区","学五食堂","二楼","藤椒肥牛","17.8","肥牛"
"中山大学","南校区","学五食堂","二楼","原味肥牛","17.8","肥牛"
"中山大学","南校区","学五食堂","二楼","酸辣肥牛","17.8","肥牛"
"中山大学","南校区","学五食堂","二楼","番茄肥牛","17.8","肥牛"
"中山大学","南校区","学五食堂","二楼","柠檬肥牛","17.8","肥牛"
"中山大学","南校区","学五食堂","二楼","麻辣肥牛","17.8","肥牛"

"中山大学","南校区","学五食堂","二楼","吉野牛肉拼煎鸡饭","18","套餐"
"中山大学","南校区","学五食堂","二楼","台湾卤肉拼吉野牛肉饭","19","套餐"

"中山大学","南校区","学五食堂","二楼","黑胡椒铁板煎蛋牛柳饭","17.8","铁板饭"
"中山大学","南校区","学五食堂","二楼","黑胡椒铁板煎蛋鸡腿肉饭","15.8","铁板饭"
"中山大学","南校区","学五食堂","二楼","黑胡椒铁板煎蛋意粉","15.8","铁板意粉"
"中山大学","南校区","学五食堂","二楼","黑胡椒铁板煎蛋猪柳饭","15.8","铁板饭"
"中山大学","南校区","学五食堂","二楼","黑胡椒铁板煎蛋五花肉饭","15.8","铁板饭"

"中山大学","南校区","学五食堂","二楼","招牌原味菌香米线","12","米线"
"中山大学","南校区","学五食堂","二楼","招牌番茄菌味米线","13","米线"
"中山大学","南校区","学五食堂","二楼","招牌牛腩菌香米线","13","米线"
"中山大学","南校区","学五食堂","二楼","菌香肥牛米线","16","米线"
"中山大学","南校区","学五食堂","二楼","菌香牛肉米线","17","米线"
"中山大学","南校区","学五食堂","二楼","菌香肥肠米线","17","米线"

"中山大学","南校区","学五食堂","二楼","酸辣原味菌香米线","12","酸辣米线"
"中山大学","南校区","学五食堂","二楼","酸辣牛腩菌香米线","13","酸辣米线"
"中山大学","南校区","学五食堂","二楼","酸辣肥牛菌香米线","16","酸辣米线"
"中山大学","南校区","学五食堂","二楼","酸辣牛肉菌香米线","17","酸辣米线"
"中山大学","南校区","学五食堂","二楼","酸辣肥肠菌香米线","17","酸辣米线"
"中山大学","南校区","学五食堂","二楼","麻辣牛肉菌香米线","17","酸辣米线"
"中山大学","南校区","学五食堂","二楼","酱香肥牛米线","17","米线"
"中山大学","南校区","学五食堂","二楼","酱香牛肉米线","17","米线"
"中山大学","南校区","学五食堂","二楼","酱香肥肠米线","17","米线"

"中山大学","南校区","学五食堂","二楼","招牌螺蛳粉","10","米线"
"中山大学","南校区","学五食堂","二楼","叉烧螺蝉粉","15","米线"
"中山大学","南校区","学五食堂","二楼","锅烧螺蛳粉","16","米线"
"中山大学","南校区","学五食堂","二楼","牛肉螺蛳粉","18","米线"
"中山大学","南校区","学五食堂","二楼","全家福螺蛳粉","22","米线"
"中山大学","南校区","春晖园","二楼","重庆小面","13","粉面"
"中山大学","南校区","春晖园","二楼","牛腩面","18","粉面"
"中山大学","南校区","春晖园","二楼","排骨面","17","粉面"
"中山大学","南校区","春晖园","二楼","冬菇滑鸡拌面","15","粉面"
"中山大学","南校区","春晖园","二楼","泡椒肥肠面","16","粉面"
"中山大学","南校区","春晖园","二楼","肉丝酸菜面拌","13","粉面"
"中山大学","南校区","春晖园","二楼","泡椒鸡什面","15","粉面"

"中山大学","南校区","春晖园","二楼","招牌泰式打抛炒肉碎煎蛋饭","18","米饭"
"中山大学","南校区","春晖园","二楼","香茅泰汁鸡扒饭","18","米饭"
"中山大学","南校区","春晖园","二楼","香茅泰汁鱼柳饭","18","米饭"
"中山大学","南校区","春晖园","二楼","香茅泰汁猪扒饭","18","米饭"
"中山大学","南校区","春晖园","二楼","香茅泰汁猪颈肉饭","18","米饭"
"中山大学","南校区","春晖园","二楼","冬阴功香茅鸡扒汤烩饭","18","米饭"
"中山大学","南校区","春晖园","二楼","冬阴功鱼柳汤烩饭","18","米饭"
"中山大学","南校区","春晖园","二楼","冬阴功猪扒汤烩饭","18","米饭"
"中山大学","南校区","春晖园","二楼","冬阴功牛展肉汤烩饭","18","米饭"

"中山大学","南校区","春晖园","二楼","越南特色头牌牛肉粉","17","粉面"
"中山大学","南校区","春晖园","二楼","越式香茅鸡扒汤粉","17","粉面"
"中山大学","南校区","春晖园","二楼","越式香茅猪扒汤粉","17","粉面"
"中山大学","南校区","春晖园","二楼","越式鱼柳汤粉","17","粉面"
"中山大学","南校区","春晖园","二楼","越式素清汤粉","11","粉面"
"中山大学","南校区","春晖园","二楼","冬阴功香茅鸡扒汤粉","19","粉面"
"中山大学","南校区","春晖园","二楼","冬阴功猪扒汤粉","19","粉面"
"中山大学","南校区","春晖园","二楼","冬阴功牛展肉汤粉","19","粉面"
"中山大学","南校区","春晖园","二楼","冬阴功鱼柳汤粉","19","粉面"
"中山大学","南校区","春晖园","二楼","冬阴功海鲜汤粉","22","粉面"
"中山大学","南校区","春晖园","二楼","冬阴功素清汤粉","13","粉面"

"中山大学","南校区","春晖园","二楼","瘦肉+米饭+配菜","12","米饭"
"中山大学","南校区","春晖园","二楼","瘦肉+鱼片+配菜","14","米饭"
"中山大学","南校区","春晖园","二楼","猪肝+瘦肉+配菜+米饭","14","米饭"
"中山大学","南校区","春晖园","二楼","牛肉丸+瘦肉+米饭","15","米饭"
"中山大学","南校区","春晖园","二楼","鸡蛋+瘦肉+粉肠+米饭","16","米饭"
"中山大学","南校区","春晖园","二楼","牛肉+瘦肉+米饭","18","米饭"
"中山大学","南校区","春晖园","二楼","牛肉+瘦肉+猪心+米饭","20","米饭"

"中山大学","南校区","春晖园","二楼","干蒸排骨饭","16.9","米饭"
